timestamp,virtual_user,endpoint,method,status_code,response_time_ms,success
2026-08-06T10:46:52.708438609Z,13,GET /api/v1/scans,GET,200,26.051,True
2026-08-06T10:46:52.709487213Z,42,GET /api/v1/scans,GET,200,14.111,True
2026-08-06T10:46:52.710393434Z,38,POST /api/v1/auth/login,POST,200,275.619,True
2026-08-06T10:46:52.715380901Z,33,GET /api/v1/scans,GET,200,80.85,True
2026-08-06T10:46:52.753247867Z,10,GET /api/v1/scans,GET,200,58.15,True
2026-08-06T10:46:52.755657523Z,19,GET /api/v1/scans,GET,200,17.211,True
2026-08-06T10:46:52.770383687Z,27,GET /api/v1/scans,GET,200,20.603,True
2026-08-06T10:46:52.7721306Z,38,GET /api/v1/scans,GET,200,61.516,True
2026-08-06T10:46:52.786136339Z,4,POST /api/v1/scans,POST,201,162.211,True
2026-08-06T10:46:52.789977804Z,44,POST /api/v1/auth/login,POST,200,255.186,True
2026-08-06T10:46:52.794009811Z,44,GET /api/v1/scans,GET,200,3.808,True
2026-08-06T10:46:52.818255649Z,36,GET /api/v1/scans,GET,200,3.745,True
2026-08-06T10:46:52.825410865Z,30,GET /api/v1/scans,GET,200,3.47,True
2026-08-06T10:46:52.932891706Z,1,GET /api/v1/scans,GET,200,22.368,True
2026-08-06T10:46:52.934111528Z,3,GET /api/v1/user/profile,GET,200,8.878,True
2026-08-06T10:46:52.944759524Z,32,POST /api/v1/scans,POST,201,62.394,True
2026-08-06T10:46:52.953813697Z,40,GET /api/v1/user/profile,GET,200,7.84,True
2026-08-06T10:46:52.980263979Z,45,POST /api/v1/auth/login,POST,200,345.323,True
2026-08-06T10:46:52.98836541Z,47,POST /api/v1/auth/login,POST,200,254.311,True
2026-08-06T10:46:53.015165637Z,29,GET /api/v1/scans,GET,200,17.458,True
2026-08-06T10:46:53.016616617Z,28,GET /api/v1/user/profile,GET,200,15.701,True
2026-08-06T10:46:53.026783807Z,45,POST /api/v1/scans,POST,201,45.64,True
2026-08-06T10:46:53.029945282Z,47,POST /api/v1/scans,POST,201,41.257,True
2026-08-06T10:46:53.059899319Z,18,GET /api/v1/user/profile,GET,200,7.931,True
2026-08-06T10:46:53.084789526Z,7,POST /api/v1/auth/login,POST,200,250.499,True
2026-08-06T10:46:53.089182377Z,7,GET /api/v1/scans,GET,200,4.091,True
2026-08-06T10:46:53.09603825Z,31,POST /api/v1/scans,POST,201,30.57,True
2026-08-06T10:46:53.173625104Z,11,POST /api/v1/auth/login,POST,200,239.201,True
2026-08-06T10:46:53.177076673Z,5,GET /api/v1/scans,GET,200,6.43,True
2026-08-06T10:46:53.177651225Z,11,GET /api/v1/user/profile,GET,200,3.777,True
2026-08-06T10:46:53.223236198Z,35,GET /api/v1/scans,GET,200,5.238,True
2026-08-06T10:46:53.241682917Z,12,GET /api/v1/scans,GET,200,3.553,True
2026-08-06T10:46:53.27074938Z,16,POST /api/v1/auth/login,POST,200,236.18,True
2026-08-06T10:46:53.273959554Z,16,GET /api/v1/user/profile,GET,200,2.99,True
2026-08-06T10:46:53.349642988Z,9,GET /api/v1/scans/{id},GET,200,4.059,True
2026-08-06T10:46:53.365433374Z,46,POST /api/v1/auth/login,POST,200,230.431,True
2026-08-06T10:46:53.370521689Z,46,GET /api/v1/user/profile,GET,200,4.888,True
2026-08-06T10:46:53.371056687Z,13,GET /api/v1/scans,GET,200,6.165,True
2026-08-06T10:46:53.382526439Z,8,GET /api/v1/scans,GET,200,4.899,True
2026-08-06T10:46:53.389639685Z,20,GET /api/v1/scans,GET,200,3.51,True
2026-08-06T10:46:53.397963022Z,17,GET /api/v1/scans/{id},GET,200,3.929,True
2026-08-06T10:46:53.420816921Z,2,GET /api/v1/scans,GET,200,4.392,True
2026-08-06T10:46:53.44299189Z,37,GET /api/v1/scans,GET,200,6.682,True
2026-08-06T10:46:53.461715094Z,41,GET /api/v1/scans,GET,200,12.101,True
2026-08-06T10:46:53.474218839Z,24,POST /api/v1/scans,POST,201,37.73,True
2026-08-06T10:46:53.478186367Z,50,POST /api/v1/auth/login,POST,200,243.42,True
2026-08-06T10:46:53.482377867Z,50,GET /api/v1/scans,GET,200,3.956,True
2026-08-06T10:46:53.561378383Z,43,GET /api/v1/scans,GET,200,5.385,True
2026-08-06T10:46:53.573772115Z,25,POST /api/v1/auth/login,POST,200,239.523,True
2026-08-06T10:46:53.577557921Z,25,GET /api/v1/scans,GET,200,3.538,True
2026-08-06T10:46:53.586882311Z,10,GET /api/v1/scans,GET,200,4.094,True
2026-08-06T10:46:53.604798118Z,44,GET /api/v1/user/profile,GET,200,5.704,True
2026-08-06T10:46:53.628788416Z,34,GET /api/v1/user/profile,GET,200,3.313,True
2026-08-06T10:46:53.631438181Z,45,POST /api/v1/scans,POST,201,31.037,True
2026-08-06T10:46:53.672664119Z,48,POST /api/v1/auth/login,POST,200,237.742,True
2026-08-06T10:46:53.676701655Z,48,GET /api/v1/scans,GET,200,3.83,True
2026-08-06T10:46:53.70438017Z,47,GET /api/v1/user/profile,GET,200,3.107,True
2026-08-06T10:46:53.731305194Z,35,GET /api/v1/user/profile,GET,200,4.159,True
2026-08-06T10:46:53.754688143Z,1,GET /api/v1/user/profile,GET,200,5.186,True
2026-08-06T10:46:53.77045337Z,42,GET /api/v1/user/profile,GET,200,3.345,True
2026-08-06T10:46:53.774936185Z,54,POST /api/v1/auth/login,POST,200,240.287,True
2026-08-06T10:46:53.778649289Z,54,GET /api/v1/user/profile,GET,200,3.518,True
2026-08-06T10:46:53.77872082Z,21,POST /api/v1/scans,POST,201,31.277,True
2026-08-06T10:46:53.783937615Z,33,GET /api/v1/user/profile,GET,200,4.002,True
2026-08-06T10:46:53.863106309Z,56,POST /api/v1/auth/login,POST,200,229.091,True
